step,event_type,deposited_species,intended_species,impurity_kind,is_vacancy,species_flux,anchor_mode,growth_axis,surface_axes,n_atoms,n_initial,n_added,n_vacancies,n_growth_events,kmc_time,dt,temperature_K,flux_ML_s,n_sites,deposition_total_rate_s_inv,e_total_eV,e_before_eV,e_after_eV,delta_e_relaxed_eV,e_ads_unrelaxed_eV,chosen_boltzmann_probability,rate_s_inv,total_rate_s_inv,mobile_count,added_index,anchor_index,n_surface_anchors,n_tested_candidates,min_distance_A,x_event_A,y_event_A,z_event_A,surface_area_A2,gamma_initial_eV_A2,gamma_effective_eV_A2,gamma_effective_J_m2,top_coord_A,bottom_coord_A,slab_thickness_A,growth_height_A,roughness_A,coverage_estimate_ML,front_mean_A,front_median_A,front_p90_A,front_grid_rms_A,front_grid_occupied_fraction,growth_front_mean_A,growth_front_median_A,growth_front_p90_A,first_template_layer_occupancy,highest_90pct_complete_layer,n_template_layers,contiguous_90pct_complete_layers,contiguous_complete_layer_fraction,mean_template_layer_occupancy,n_template_growth_sites,n_occupied_template_growth_sites,template_growth_occupancy_fraction,frozen_vacancy_fraction_of_template,incorporation_efficiency_per_event,added_areal_density_atoms_A2,growth_front_mean_per_event_A,growth_front_mean_per_added_atom_A,growth_front_mean_per_template_site_A,template_growth_extent_A,growth_front_mean_fraction_of_template,coordination_mean,coordination_surface_mean,coordination_added_mean,fraction_added_CN4
1,template_deposition,C,C,none,0,1.0,template_site:index=47:site=C:neigh=1:ahead0=1.230:mode=shell,x,yz,427,426,1,0,1,28.89812362356872,28.89812362356872,500.0,0.001,65.45320430382367,0.06545320430382368,-2988.9329,-2979.2625,-2988.9329,-9.67041,-7.868408,0.9999982840301913,0.06545320430382368,0.06545320430382368,16,426,47,5,5,1.4199999996044521,16.289448578721245,9.760223426889405,13.394515547457617,523.6256344305893,0.0,-0.018468177,-0.29589283,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.015278090822844278,16.19731079860665,15.11356206079821,17.75765467635252,1.5708976413059073,0.16666666666666666,1.137618293108849,0.05386955509550795,2.697962170403935,0.16666666666666666,-1,20,0,0.0,0.008333333333333333,120,1,0.008333333333333333,0.0,1.0,0.0019097613528555348,1.137618293108849,1.137618293108849,0.009480152442573742,24.59512146882299,0.046253818853909896,0.24355971896955503,0.0,1.0,0.0
2,template_deposition,C,C,none,0,1.0,template_site:index=45:site=C:neigh=2:ahead0=1.230:mode=shell,x,yz,428,426,2,0,2,69.00384397756682,40.105720353998095,500.0,0.001,65.45320430382367,0.06545320430382368,-2999.1985,-2988.9329,-2999.1985,-10.265625,-9.685303,1.0,0.06545320430382368,0.06545320430382368,17,427,45,4,4,1.356897873617884,16.289448578721245,8.3402234261759,13.394515547457617,523.6256344305893,0.0,-0.03807307,-0.60999787,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.030556181645688556,16.186257618784087,15.088056996647314,17.746430083268905,1.573189556628475,0.16666666666666666,1.1265651132862846,0.02836449094461102,2.6867375773203204,0.3333333333333333,-1,20,0,0.0,0.016666666666666666,120,2,0.016666666666666666,0.0,1.0,0.0038195227057110696,0.5632825566431423,0.5632825566431423,0.009388042610719039,24.59512146882299,0.04580441347745849,0.2523364485981308,0.0,2.0,0.0
3,template_deposition,C,C,none,0,1.0,template_site:index=46:site=C:neigh=1:ahead0=1.230:mode=shell,x,yz,429,426,3,0,3,84.37317954313335,15.369335565566528,500.0,0.001,65.45320430382367,0.06545320430382368,-3008.3584,-2999.1985,-3008.3584,-9.159912,-7.2980957,0.2784962290024862,0.06545320430382368,0.06545320430382368,16,428,46,3,3,1.4200000006691487,16.289448578721245,4.080223427229459,13.394515547457617,523.6256344305893,0.0,-0.05556632,-0.8902706,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.04583427246853283,17.303707395996373,18.411023354924303,18.411838140118867,1.5667014772929522,0.16666666666666666,2.244014890498571,3.3513308492216005,3.3521456341702827,0.5,-1,20,0,0.0,0.025,120,3,0.025,0.0,1.0,0.005729284058566604,0.7480049634995236,0.7480049634995236,0.01870012408748809,24.59512146882299,0.09123821133972057,0.26107226107226106,0.0,1.6666666666666667,0.0
4,template_deposition,C,C,none,0,1.0,template_site:index=44:site=C:neigh=2:ahead0=1.230:mode=shell,x,yz,430,426,4,0,4,94.73761039735902,10.36443085422568,500.0,0.001,65.45320430382367,0.06545320430382368,-3019.0117,-3008.3584,-3019.0117,-10.65332,-9.259766,1.0,0.06545320430382368,0.06545320430382368,19,429,44,2,2,1.2320042157146467,16.289448578721245,5.500223426345923,13.394515547457617,523.6256344305893,0.0,-0.07591162,-1.2162383,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.06111236329137711,17.304239085151924,18.411023354924303,18.413114194092188,1.5670777463623258,0.16666666666666666,2.2445465796541217,3.3513308492216005,3.3534216881436034,0.6666666666666666,-1,20,0,0.0,0.03333333333333333,120,4,0.03333333333333333,0.0,1.0,0.007639045411422139,0.5611366449135304,0.5611366449135304,0.018704554830451015,24.59512146882299,0.09125982900711957,0.26976744186046514,0.0,2.0,0.0
5,template_deposition,C,C,none,0,1.0,template_site:index=42:site=C:neigh=1:ahead0=1.230:mode=shell,x,yz,431,426,5,0,5,107.50287505160289,12.765264654243865,500.0,0.001,65.45320430382367,0.06545320430382368,-3026.1877,-3019.0117,-3026.1877,-7.1760254,-5.73584,1.0,0.06545320430382368,0.06545320430382368,16,430,42,1,1,1.3966077243345696,16.289448578721245,12.600223426719383,13.394515547457617,523.6256344305893,0.0,-0.08961611,-1.4358084,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.07639045411422139,18.422218244014108,18.41363690388416,18.43632295936392,0.014024552070220566,0.16666666666666666,3.3625257385163057,3.353944398181458,3.376630453415336,0.8333333333333334,-1,20,0,0.0,0.04166666666666667,120,5,0.041666666666666664,0.0,1.0,0.009548806764277674,0.6725051477032611,0.6725051477032611,0.028021047820969213,24.59512146882299,0.13671515071713206,0.2737819025522042,0.0,1.8,0.0
6,template_deposition,C,C,none,0,1.0,template_site:index=43:site=C:neigh=1:ahead0=1.230:mode=shell,x,yz,432,426,6,0,6,144.17112500057505,36.66824994897216,500.0,0.001,65.45320430382367,0.06545320430382368,-3036.5037,-3026.1877,-3036.5037,-10.315918,-8.094727,1.0,0.06545320430382368,0.06545320430382368,13,431,43,1,1,1.3700634797928055,16.289448578721245,14.020223427432889,13.394515547457617,523.6256344305893,0.0,-0.10931706,-1.7514523,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.09166854493706567,17.78186829260282,18.411023354924303,18.413114194092188,0.8916083185826174,0.16666666666666666,2.7221757871050176,3.3513308492216005,3.3534216881436034,1.0,0,20,1,0.05,0.05,120,6,0.05,0.0,1.0,0.011458568117133208,0.45369596451750294,0.45369596451750294,0.022684798225875148,24.59512146882299,0.1106795016465226,0.2824074074074074,0.0,2.0,0.0
7,template_deposition,C,C,none,0,1.0,template_site:index=51:site=C:neigh=1:ahead0=2.460:mode=shell,x,yz,433,426,7,0,7,147.0759393838215,2.9048143832464524,500.0,0.001,65.45320430382367,0.06545320430382368,-3045.3625,-3036.5037,-3045.3625,-8.858887,-7.2875977,0.9998483901223217,0.06545320430382368,0.06545320430382368,17,432,51,5,5,1.4098785261775877,17.519204652200813,7.630223427416188,13.394515547457617,523.6256344305893,0.0,-0.12623541,-2.0225143,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.10694663575990995,17.470044112699977,17.475550815215776,18.226019686150483,0.7726982007418189,0.16666666666666666,2.410351607202175,2.415858309513073,3.1663271802018986,1.0,0,20,1,0.05,0.058333333333333334,120,7,0.058333333333333334,0.0,1.0,0.013368329469988744,0.344335943886025,0.344335943886025,0.02008626339335146,24.59512146882299,0.09800120768899473,0.2863741339491917,0.0,2.0,0.0
8,template_deposition,C,C,none,0,1.0,template_site:index=50:site=C:neigh=2:ahead0=2.460:mode=shell,x,yz,434,426,8,0,8,169.98562741282046,22.909688028998985,500.0,0.001,65.45320430382367,0.06545320430382368,-3055.5256,-3045.3625,-3055.5256,-10.163086,-7.1000977,0.999999999999772,0.06545320430382368,0.06545320430382368,18,433,50,4,4,1.1220911703255039,17.519204652200813,6.210223426702676,13.394515547457617,523.6256344305893,0.0,-0.14564449,-2.333482,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.12222472658275423,18.295170083679462,18.423490384924495,19.637558274676014,1.399207621745112,0.16666666666666666,3.2354775781816603,3.363797879221792,4.577865768727429,1.0,0,20,1,0.05,0.06666666666666667,120,8,0.06666666666666667,0.0,1.0,0.015278090822844278,0.40443469727270753,0.40443469727270753,0.026962313151513834,24.59512146882299,0.13154956694493183,0.29493087557603687,0.0,2.25,0.0
9,template_deposition,C,C,none,0,1.0,template_site:index=49:site=C:neigh=1:ahead0=2.460:mode=shell,x,yz,435,426,9,0,9,170.80618077096645,0.8205533581460001,500.0,0.001,65.45320430382367,0.06545320430382368,-3062.1968,-3055.5256,-3062.1968,-6.6711426,-5.743164,0.09783091742570438,0.06545320430382368,0.06545320430382368,15,434,49,3,3,1.4398270086544798,17.519204652200813,3.3702234268727027,13.394515547457617,523.6256344305893,0.0,-0.15838479,-2.537604,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.1375028174055985,18.02020425929565,17.59859291177306,19.472578780045726,1.4277349134463686,0.16666666666666666,2.9605117537978476,2.5389004060703577,4.412886274097142,1.0,0,20,1,0.05,0.075,120,9,0.075,0.0,1.0,0.017187852175699812,0.32894575042198304,0.32894575042198304,0.02467093128164873,24.59512146882299,0.12036987731695573,0.2988505747126437,0.0,2.2222222222222223,0.0
10,template_deposition,C,C,none,0,1.0,template_site:index=48:site=C:neigh=1:ahead0=2.460:mode=shell,x,yz,436,426,10,0,10,184.93267284940742,14.12649207844097,500.0,0.001,65.45320430382367,0.06545320430382368,-3070.9485,-3062.1968,-3070.9485,-8.751709,-7.9836426,1.0,0.06545320430382368,0.06545320430382368,13,435,48,3,3,1.4182222051026576,17.519204652200813,1.9502234261591922,13.394515547457617,523.6256344305893,0.0,-0.17509845,-2.8053865,32.27189624963243,1.5367569803675698,30.735139269264856,17.21220374362237,0.7244341735586498,0.15278090822844279,18.022573202671236,17.605699741899826,19.47400014607108,1.4270391235146882,0.16666666666666666,2.962880697173434,2.5460072361971235,4.414307640122496,1.0,0,20,1,0.05,0.08333333333333333,120,10,0.08333333333333333,0.0,1.0,0.019097613528555348,0.2962880697173434,0.2962880697173434,0.024690672476445283,24.59512146882299,0.12046619492931594,0.30275229357798167,0.0,2.2,0.0
